class_output_accuracy,class_output_loss,loss,reg_output_loss,reg_output_mse,val_class_output_accuracy,val_class_output_loss,val_loss,val_reg_output_loss,val_reg_output_mse,learning_rate
0.7639175653457642,0.5299605131149292,0.565078616142273,0.724385678768158,0.7242488265037537,0.7887700796127319,0.5104950070381165,0.543652355670929,0.6823091506958008,0.6864655017852783,9.999999747378752e-05
0.7676249146461487,0.5214729309082031,0.5558409690856934,0.7116840481758118,0.7115647196769714,0.7929022908210754,0.49830517172813416,0.5313119888305664,0.6684160828590393,0.6724570989608765,9.999999747378752e-05
0.7703901529312134,0.5168938040733337,0.5514258146286011,0.7091060280799866,0.7089179754257202,0.7912007570266724,0.4978998005390167,0.5316311717033386,0.6730641722679138,0.6771132946014404,9.999999747378752e-05
0.7724869251251221,0.5129408836364746,0.547290027141571,0.7031810879707336,0.7026113271713257,0.7955760955810547,0.4937748908996582,0.5270297527313232,0.6649996042251587,0.669045627117157,9.999999747378752e-05
0.7736720442771912,0.5079464912414551,0.5431384444236755,0.7026119232177734,0.7027297019958496,0.7955760955810547,0.4851331114768982,0.5177185535430908,0.6533654928207397,0.6572787761688232,9.999999747378752e-05
0.775708019733429,0.5033867359161377,0.5376473069190979,0.694806694984436,0.6948075294494629,0.7980068325996399,0.4819333851337433,0.5143486261367798,0.647804856300354,0.6518282890319824,9.999999747378752e-05
0.7778047919273376,0.501782238483429,0.5355937480926514,0.6910456418991089,0.6911155581474304,0.797034502029419,0.48158615827560425,0.5143063068389893,0.64925616979599,0.6533096432685852,9.999999747378752e-05
0.7785341143608093,0.49850836396217346,0.5323610305786133,0.6887110471725464,0.686618983745575,0.7963052988052368,0.4781595468521118,0.5102813839912415,0.6415112614631653,0.6454933881759644,9.999999747378752e-05
0.7822110056877136,0.49355316162109375,0.528068482875824,0.6844689249992371,0.6846550107002258,0.8009236454963684,0.4749474823474884,0.5073633790016174,0.641291618347168,0.6452876925468445,9.999999747378752e-05
0.7826060652732849,0.49136486649513245,0.5252464413642883,0.6769917011260986,0.6773830652236938,0.8001944422721863,0.4725448489189148,0.5051867961883545,0.6383525729179382,0.642518937587738,9.999999747378752e-05
0.7846116423606873,0.48926812410354614,0.5228270292282104,0.6778425574302673,0.677945613861084,0.7999513745307922,0.4689621329307556,0.5006978511810303,0.6284394860267639,0.6324877738952637,9.999999747378752e-05
0.7866780161857605,0.48385924100875854,0.5179511308670044,0.6720584034919739,0.6722003221511841,0.8011667728424072,0.4666811525821686,0.498183012008667,0.6252493858337402,0.6292800903320312,9.999999747378752e-05
0.7893521189689636,0.4823859632015228,0.51605224609375,0.6735060214996338,0.6738309264183044,0.7999513745307922,0.46999019384384155,0.5010921955108643,0.6264815926551819,0.6304745674133301,9.999999747378752e-05
0.7894737124443054,0.4793756604194641,0.5133591294288635,0.6678633689880371,0.6681034564971924,0.7997083067893982,0.4701489210128784,0.5009281039237976,0.6252722144126892,0.6292703747749329,9.999999747378752e-05
0.7888963222503662,0.47393491864204407,0.5079715847969055,0.6643412113189697,0.6644142866134644,0.8006805777549744,0.46873053908348083,0.5018506646156311,0.6382362842559814,0.6425125598907471,9.999999747378752e-05
0.7911146283149719,0.472139835357666,0.5061445832252502,0.6633009314537048,0.6639314889907837,0.8001944422721863,0.46749526262283325,0.5008291602134705,0.6384905576705933,0.6427285075187683,9.999999747378752e-05
0.7926948070526123,0.47416114807128906,0.5077560544013977,0.6626061201095581,0.662902295589447,0.8014098405838013,0.4691152572631836,0.5017895102500916,0.6354525685310364,0.6397197842597961,4.999999873689376e-05
0.7915400266647339,0.469790518283844,0.5034596920013428,0.6609002351760864,0.6608514785766602,0.8021390438079834,0.4674915671348572,0.4994310736656189,0.6296911239624023,0.6338026523590088,4.999999873689376e-05
0.7961286306381226,0.4654799699783325,0.5001906156539917,0.6607714891433716,0.661109209060669,0.8006805777549744,0.4662119150161743,0.49741894006729126,0.6238730549812317,0.6279844045639038,4.999999873689376e-05
0.7953081130981445,0.4649822413921356,0.49932339787483215,0.6589429378509521,0.6588944792747498,0.8031113147735596,0.4648023247718811,0.4955434203147888,0.619037926197052,0.6231322884559631,4.999999873689376e-05
0.7961286306381226,0.4638696014881134,0.4983370304107666,0.6576645970344543,0.657219648361206,0.8026251792907715,0.4679006040096283,0.5007142424583435,0.6354027390480042,0.6397015452384949,4.999999873689376e-05
0.7960678339004517,0.4628254175186157,0.49679985642433167,0.6536381244659424,0.6537493467330933,0.8016529083251953,0.4655308425426483,0.4975735545158386,0.6289536952972412,0.6331013441085815,4.999999873689376e-05
0.7961893677711487,0.4645959734916687,0.4982861280441284,0.6536695957183838,0.6538199782371521,0.8028682470321655,0.4628490209579468,0.49471619725227356,0.6248223781585693,0.6289210915565491,4.999999873689376e-05
0.7987419366836548,0.45980319380760193,0.4944784939289093,0.6554279327392578,0.6556597948074341,0.8028682470321655,0.46170544624328613,0.49352866411209106,0.623091459274292,0.627220869064331,4.999999873689376e-05
0.7970098257064819,0.45852068066596985,0.49322134256362915,0.6534621119499207,0.653654932975769,0.8028682470321655,0.46528512239456177,0.4969579875469208,0.6261900067329407,0.6303145289421082,4.999999873689376e-05
0.8004740476608276,0.4571842551231384,0.49130627512931824,0.653182864189148,0.6535360217094421,0.8050559163093567,0.4652065932750702,0.49717751145362854,0.6275586485862732,0.6317870616912842,4.999999873689376e-05
0.7990761995315552,0.4550929367542267,0.4895179569721222,0.6500366926193237,0.6503944993019104,0.8045697808265686,0.4637455642223358,0.4969083070755005,0.6337237358093262,0.6380319595336914,4.999999873689376e-05
0.7983165383338928,0.4560178220272064,0.4898829162120819,0.6530081033706665,0.6506848335266113,0.8038405179977417,0.4625472128391266,0.4951874315738678,0.6293742060661316,0.6336303353309631,4.999999873689376e-05
0.7998966574668884,0.45308658480644226,0.4882736802101135,0.6522295475006104,0.6521361470222473,0.8045697808265686,0.46310198307037354,0.496768593788147,0.63619464635849,0.6405602097511292,2.499999936844688e-05
0.8015072345733643,0.4515519142150879,0.48614501953125,0.6496903896331787,0.6487727761268616,0.8035974502563477,0.46189603209495544,0.495095431804657,0.6330514550209045,0.6373241543769836,2.499999936844688e-05
0.8024188876152039,0.4484785497188568,0.4839772880077362,0.65407395362854,0.6528914570808411,0.8035974502563477,0.462814062833786,0.49710139632225037,0.6405907869338989,0.6449742913246155,2.499999936844688e-05
0.8003829121589661,0.4495451748371124,0.48499244451522827,0.6497214436531067,0.6491902470588684,0.8028682470321655,0.46102675795555115,0.494385302066803,0.6332731246948242,0.6375545263290405,2.499999936844688e-05
0.8017807006835938,0.4538777768611908,0.4874333143234253,0.64512038230896,0.645553469657898,0.8031113147735596,0.46150636672973633,0.49363186955451965,0.6257635951042175,0.629976212978363,2.499999936844688e-05
0.7992889285087585,0.4524163007736206,0.48794758319854736,0.6523834466934204,0.6520376801490784,0.8038405179977417,0.46235308051109314,0.49642905592918396,0.6391222476959229,0.6434833407402039,2.499999936844688e-05
